,0,1,2,3,4,5,6,7,8,9
0,1.1623607443712412,-0.6203386607407153,-0.9301088660524762,-1.9883982195481194,-1.789732953562671,-0.17146230907677967,-0.7077823013141795,0.7616046941420667,-2.001531693290334,-0.2787999559911492
1,0.9823429109562346,-0.5525778237775999,-1.3411646964170674,-1.5240918375664887,-1.0161467301793872,0.025849008165512895,-0.5018769798607065,0.672843811854409,-2.0634192379989047,-0.017153479805699326
2,1.8619189235639337,-0.5907176969992916,-0.5362679280143836,-1.843037305492649,-1.4254294916296208,-0.32270729257775466,-0.2889101623753016,0.5607743053226933,-1.5055512830066213,-0.394672018607353
3,1.6369668303711833,-0.7047139674092351,-1.2493243955365454,-1.0915457888726448,-1.7892546797956947,-0.02099297755495642,-1.0534480534981823,1.555076293062281,-1.7423335235232547,-0.5001803135140781
4,0.7345230268817264,-0.9895763130799959,-1.9718113769456214,-2.1898215786685835,-1.5232367451497535,-0.14570969976191195,-0.4631118351869366,0.987556041452693,-2.24423579321421,0.5109733193674516
5,1.6014686065434192,-0.7741095428034591,-0.9751405343832972,-1.7178212203692238,-1.7021539935488676,-0.09632664244168754,-0.643985748369411,0.6811202484923554,-1.91869882026925,-0.10969626622535998
6,1.0970461600254633,-0.9802214216601575,-1.953558281382031,-1.4898777404781782,-1.475947935860538,-0.12287294942975989,-0.7097805450896776,0.8504040339671736,-1.9442370644384306,0.07746981342985777
7,1.0934178919131268,-0.3648546119018543,-0.39907264934637854,-1.304615698150451,-1.4439193879845342,-0.2560273599799698,-0.3611926538418606,0.5174450610737744,-1.3849385504132161,-0.42398140857376493
8,-0.2328565825950014,-0.383681153301963,-1.5812069455713282,-1.935920044209479,-1.6228026507200801,0.38475912505405546,-0.26149035708665413,0.0015056807889096229,-0.7916399964956918,0.29497517733601974
9,0.5003399311038499,-0.4814414994293909,-1.4556615797714811,-1.6534829049850044,-1.6398209710497522,0.15710525327276978,-0.1888581996730877,0.19781125798701296,-0.9659472477940508,0.12265139548479997
10,1.2302196175290547,-0.6845117175397082,-1.1779866449481857,-1.555557069049704,-1.6904296700734662,-0.23883238666384715,-0.44582097529797754,0.7032464667096139,-2.004448980386352,-0.08355348144838931
11,1.7970862518541912,-0.4647063546006424,-0.5799633770884011,-1.9019635919485645,-2.048155432907051,-0.17505511897177417,-0.5929822435107969,0.6642215087123501,-1.9611797016371253,-0.29106206865623174
12,1.1490732368775496,-0.6291505441396077,-0.8394338659075146,-2.0727295056132604,-1.4287968031254008,0.13509741891027527,-0.5334266921240804,0.8226499707976903,-1.7800617807876613,0.4035300951576847
13,1.3037374541885958,-0.21581101571760725,-0.6941702161018508,-1.3853569685973885,-1.338633538126106,-0.9356453417778215,-1.04645037233246,0.2899940567844046,-1.9489930444261754,0.5906817874248124
14,2.041861186615187,-0.28881071177890966,-0.25240507723247796,-2.09600348018254,-2.25954689064997,-0.17336584088301213,-0.4714963579809074,0.6742085657608099,-1.9938611492623708,-0.19863259353624307
